,open,high,low,close,volume
2015-05-15,30.15,30.71,29.72,30.53,1770968.0
2015-05-18,31.44,32.18,30.89,31.74,419802.0
2015-05-19,32.14,33.33,31.94,32.79,266513.0
2015-05-20,33.26,34.39,32.37,33.85,206903.0
2015-05-21,34.03,37.9,33.45,36.84,883286.0
2015-05-22,37.68,38.47,36.27,37.0,531563.0
2015-05-25,39.58,41.58,37.92,39.3,1772400.0
2015-05-26,39.31,40.67,37.94,38.58,472816.0
2015-05-27,38.47,38.47,37.38,38.18,101764.0
2015-05-28,38.47,39.58,37.46,38.93,165406.0
2015-05-29,39.22,39.74,38.2,38.92,148272.0
2015-06-01,39.77,40.14,37.88,38.33,185673.0
2015-06-02,38.28,38.42,36.57,37.08,117283.0
2015-06-03,37.1,37.36,35.11,36.36,185378.0
2015-06-04,36.81,37.73,36.07,37.15,112766.0
2015-06-05,36.81,37.55,36.44,36.99,48260.0
2015-06-08,36.82,37.72,36.25,36.74,99764.0
2015-06-09,37.35,39.58,36.44,37.93,229044.0
2015-06-10,37.56,39.02,37.23,38.34,52203.0
2015-06-11,38.83,38.97,36.99,37.15,46118.0
2015-06-12,37.23,38.07,36.62,37.48,54567.0
2015-06-15,37.92,38.47,37.11,37.31,159942.0
2015-06-16,38.09,39.21,37.33,38.91,240877.0
2015-06-17,40.18,44.32,40.18,41.69,2924390.0
2015-06-18,42.1,43.01,40.73,41.88,694659.0
2015-06-19,42.43,42.74,41.43,41.82,218036.0
2015-06-22,42.07,42.53,41.53,41.99,143224.0
2015-06-23,42.36,42.73,41.62,42.57,226080.0
2015-06-24,42.52,43.1,41.62,42.34,168365.0
2015-06-25,41.82,42.62,41.82,42.16,77060.0
2015-06-26,42.52,49.57,42.17,48.16,2504524.0
2015-06-29,47.13,49.56,45.14,48.31,676688.0
2015-06-30,46.85,54.57,46.85,53.31,1584642.0
2015-07-01,52.0,58.82,51.24,57.83,2496538.0
2015-07-02,58.19,60.47,54.58,55.51,2107504.0
2015-07-03,56.03,57.15,53.97,55.69,899562.0
2015-07-06,54.58,59.93,54.58,59.36,1080014.0
2015-07-07,60.06,66.11,59.93,62.86,1858504.0
2015-07-08,61.41,68.6,61.21,67.46,3043915.0
2015-07-09,68.05,69.55,64.55,66.46,1032448.0
2015-07-10,66.68,68.86,65.27,67.99,739920.0
2015-07-13,68.75,70.66,66.18,68.68,1314907.0
2015-07-14,69.35,69.73,67.48,69.4,488051.0
2015-07-15,69.73,70.34,67.52,67.78,325007.0
2015-07-16,68.34,69.18,66.59,67.11,341684.0
2015-07-17,67.11,68.44,66.87,67.8,250926.0
2015-07-20,67.88,72.2,67.88,70.66,770614.0
2015-07-21,71.34,74.17,70.33,71.03,926793.0
2015-07-22,71.75,72.44,69.97,71.05,274178.0
2015-07-23,71.22,73.25,69.18,71.12,760234.0
2015-07-24,71.72,73.06,69.58,70.11,620368.0
2015-07-27,70.48,71.4,68.66,69.4,380975.0
2015-07-28,69.53,73.06,69.47,71.94,737840.0
2015-07-29,72.62,78.58,72.4,77.99,2330210.0
2015-07-30,78.61,79.54,76.76,77.6,609240.0
2015-07-31,77.6,78.24,75.1,77.48,396025.0
2015-08-03,77.68,78.52,75.75,76.41,306167.0
2015-08-04,76.21,78.43,75.2,76.26,582367.0
2015-08-05,77.01,83.88,76.3,83.88,1423209.0
2015-08-06,84.44,86.2,82.5,83.31,955856.0
2015-08-07,85.27,85.27,80.65,81.34,627027.0
2015-08-10,81.34,85.61,78.8,82.41,793687.0
2015-08-11,82.28,84.12,81.85,82.18,199191.0
2015-08-12,82.31,84.35,76.95,80.27,811911.0
2015-08-13,81.08,83.13,75.47,76.26,452976.0
2015-08-14,76.75,78.43,75.65,77.49,522414.0
2015-08-17,79.35,82.15,78.52,81.25,677767.0
2015-08-18,81.93,87.4,81.5,86.59,1393536.0
2015-08-19,87.08,88.23,83.61,86.24,805410.0
2015-08-20,83.71,86.13,82.5,83.4,357713.0
2015-08-21,81.77,83.42,79.72,81.64,356871.0
2015-08-24,76.67,78.98,69.91,72.29,1167624.0
2015-08-25,73.25,77.5,62.01,76.62,1062127.0
2015-08-26,77.32,83.43,69.73,79.2,1163907.0
2015-08-27,80.65,86.2,80.65,83.69,1269025.0
2015-08-28,84.68,85.83,80.51,81.29,447033.0
2015-08-31,82.08,82.09,78.06,79.4,369299.0
2015-09-01,78.11,79.17,73.99,74.72,570965.0
2015-09-02,75.13,77.95,75.1,76.14,197738.0
2015-09-03,76.89,79.26,76.89,77.74,777110.0
2015-09-04,75.65,77.69,74.5,75.51,233797.0
2015-09-07,76.37,76.75,74.17,74.78,190079.0
2015-09-08,74.73,82.27,74.36,81.54,1094232.0
2015-09-09,82.68,84.0,80.67,82.42,872668.0
2015-09-10,81.38,82.42,79.54,81.28,389729.0
2015-09-11,81.27,82.9,81.05,81.68,247078.0
2015-09-14,82.03,88.97,81.4,87.8,1927684.0
2015-09-15,88.4,89.6,86.12,86.51,648288.0
2015-09-16,86.85,88.24,85.09,86.46,427977.0
2015-09-18,88.42,93.85,86.94,92.12,1415861.0
2015-09-21,92.73,94.97,91.6,92.46,744694.0
2015-09-22,93.02,93.99,90.11,90.58,224585.0
2015-09-23,89.36,92.96,87.9,89.85,1038107.0
2015-09-24,90.08,91.93,88.23,90.83,369941.0
2015-09-28,91.6,93.26,89.17,89.75,351170.0
2015-09-29,88.75,89.34,86.93,87.3,838142.0
2015-09-30,87.86,95.34,87.32,94.35,2016662.0
2015-10-01,95.27,96.84,92.67,95.97,1114394.0
2015-10-05,95.9,107.05,95.53,105.22,1997638.0
2015-10-06,106.0,109.38,105.44,108.2,1259881.0
2015-10-07,108.79,111.79,107.82,109.69,1031643.0
2015-10-08,109.27,110.86,107.54,109.92,435231.0
2015-10-09,110.34,113.84,108.83,110.83,784480.0
2015-10-12,111.94,114.22,111.27,112.24,416207.0
2015-10-13,111.07,113.36,110.6,112.09,221421.0
2015-10-14,111.05,120.18,110.32,118.15,944038.0
2015-10-15,119.32,124.23,119.32,121.86,1209031.0
2015-10-16,122.28,123.36,120.8,121.48,244967.0
2015-10-19,121.53,124.71,121.52,122.37,450639.0
2015-10-20,122.38,123.36,119.08,120.39,433999.0
2015-10-21,120.09,122.42,119.66,120.04,220995.0
2015-10-23,121.23,124.84,120.24,122.5,597127.0
2015-10-26,123.19,124.13,120.36,121.15,231702.0
2015-10-27,118.9,121.89,118.9,121.19,207056.0
2015-10-28,119.83,123.47,119.83,121.62,218884.0
2015-10-29,122.62,127.47,121.52,126.39,509307.0
2015-10-30,126.94,128.81,125.25,127.28,417054.0
2015-11-02,128.51,131.89,127.71,131.59,505132.0
2015-11-03,132.88,134.04,131.25,132.47,533432.0
2015-11-04,131.98,133.64,129.26,130.7,287990.0
2015-11-05,131.33,131.33,124.71,125.99,185552.0
2015-11-06,125.41,128.3,123.96,125.18,180293.0
2015-11-09,121.46,126.0,112.36,124.52,647325.0
2015-11-10,124.86,128.83,123.76,125.1,315132.0
2015-11-11,124.86,128.83,123.76,125.1,315132.0
2015-11-13,127.81,128.62,124.53,126.53,330982.0
2015-11-16,127.87,130.49,126.39,128.35,286669.0
2015-11-17,129.51,130.82,127.33,128.23,295523.0
2015-11-18,128.99,130.3,124.51,125.5,173345.0
2015-11-19,129.93,135.07,126.74,131.08,728823.0
2015-11-20,131.05,135.56,130.45,132.52,828498.0
2015-11-23,132.71,136.28,132.71,134.64,520825.0
2015-11-24,133.38,138.15,133.38,136.55,791286.0
2015-11-26,131.24,137.76,131.24,135.58,666297.0
2015-11-27,136.42,137.59,134.93,136.27,176640.0
2015-11-30,136.47,142.64,135.72,141.88,1509834.0
